date,currency,price,volume,market_cap
2024-11-12,Ethereum,1505.3,50760493,76409784588
2024-11-12,Litecoin,280.97,49618477,13941540178
2024-11-12,Ripple,4635.56,11433929,53002666981
2024-11-12,Dash,3822.23,41557434,158841955530
2024-11-13,Bitcoin,32758.72,26763423,876735492457
2024-11-13,Ethereum,797.55,16885799,13467190552
2024-11-13,Litecoin,352.55,19379024,6832126752
2024-11-13,Ripple,3321.13,88287371,293213879439
2024-11-13,Dash,4070.65,68828297,280175700445
2024-11-14,Bitcoin,5521.68,29629557,163604996341
2024-11-14,Ethereum,1549.1,25745738,39882809691
2024-11-14,Litecoin,2575.08,54019828,139105204872
2024-11-14,Ripple,1784.49,36025127,64286629218
2024-11-14,Dash,4142.8,79139992,327860773692
2024-11-15,Bitcoin,15389.86,91465056,1407634479441
2024-11-15,Ethereum,4764.08,33347512,158870206801
2024-11-15,Litecoin,1772.19,51057781,90484053580
2024-11-15,Ripple,4705.61,87755624,412943736955
2024-11-15,Dash,512.93,39880344,20455806932
2024-11-16,Bitcoin,27668.6,50810115,1405844952755
2024-11-16,Ethereum,969.4,86022860,83390212717
2024-11-16,Litecoin,3384.74,83952929,284158520011
2024-11-16,Ripple,4293.84,75087230,322412213205
2024-11-16,Dash,2196.11,61444129,134938009372
2024-11-17,Bitcoin,8018.35,67690896,542769587590
2024-11-17,Ethereum,896.35,69701009,62476385058
2024-11-17,Litecoin,1148.07,12637579,14508797748
2024-11-17,Ripple,826.51,1197221,989510566
2024-11-17,Dash,3593.73,73507704,264166562377
2024-11-18,Bitcoin,25746.72,16974917,437048375002
2024-11-18,Ethereum,417.86,2893768,1209199404
2024-11-18,Litecoin,828.82,89194698,73926733996
2024-11-18,Ripple,1207.76,36072861,43567361055
2024-11-18,Dash,526.82,23013769,12124042252
2024-11-19,Bitcoin,25961.28,61167516,1587986793126
2024-11-19,Ethereum,1226.84,6715484,8238804193
2024-11-19,Litecoin,1955.23,24186134,47289339168
2024-11-19,Ripple,1097.85,96026417,105422377789
2024-11-19,Dash,3081.54,56130966,172969861461
2024-11-20,Bitcoin,20788.81,43465489,903595948995
2024-11-20,Ethereum,2704.57,69946551,189175408117
2024-11-20,Litecoin,3510.76,17997697,63185599031
2024-11-20,Ripple,2500.61,41783851,104485273322
2024-11-20,Dash,4352.65,63510473,276438720098
2024-11-21,Bitcoin,26625.25,12424070,330793959345
2024-11-21,Ethereum,3028.23,12603187,38165333867
2024-11-21,Litecoin,1686.1,15141355,25529825089
2024-11-21,Ripple,3460.4,21418959,74118145833
2024-11-21,Dash,1959.36,89671803,175699135857
2024-11-22,Bitcoin,10215.9,51272701,523796724847
2024-11-22,Ethereum,2096.42,2794280,5857974492
2024-11-22,Litecoin,3963.81,7835545,31058620661
2024-11-22,Ripple,2371.33,56507151,133996971721
2024-11-22,Dash,3142.17,69174531,217358098311
2024-11-23,Bitcoin,12663.69,1987899,25174142935
2024-11-23,Ethereum,3617.25,54030003,195439811684
2024-11-23,Litecoin,4180.6,82317448,344136726511
2024-11-23,Ripple,4216.65,49024371,206718444127
2024-11-23,Dash,1668.21,79364262,132396145793
2024-11-24,Bitcoin,22564.76,19160777,432358354439
2024-11-24,Ethereum,4274.88,88373428,377786205589
2024-11-24,Litecoin,2331.6,8494273,19805265196
2024-11-24,Ripple,1939.19,80550228,156202331467
2024-11-24,Dash,4508.88,21143802,95334863007
2024-11-25,Bitcoin,3348.77,87857695,294215555805
2024-11-25,Ethereum,1947.09,54634335,106377736280
2024-11-25,Litecoin,4840.33,7589908,36737676802
2024-11-25,Ripple,3241.63,8336437,27023603768
2024-11-25,Dash,1877.41,80577640,151277033021
2024-11-26,Bitcoin,21673.67,99721053,2161321025096
2024-11-26,Ethereum,2795.34,32795053,91673340777
2024-11-26,Litecoin,1100.63,35701533,39294343033
2024-11-26,Ripple,1862.73,7802654,14534230960
2024-11-26,Dash,1847.93,46959613,86778268194
2024-11-27,Bitcoin,36136.92,66016219,2385622516495
2024-11-27,Ethereum,3543.86,1828005,6478187294
2024-11-27,Litecoin,1088.42,66506745,72386953745
2024-11-27,Ripple,2420.0,1526034,3693000123
2024-11-27,Dash,4022.49,77508148,311775963397
2024-11-28,Bitcoin,27421.0,7579869,207847619827
2024-11-28,Ethereum,3832.6,58787645,225309446409
2024-11-28,Litecoin,3909.82,75422952,294890294604
2024-11-28,Ripple,4015.03,52282799,209917007874
2024-11-28,Dash,701.71,67444590,47326445934
2024-11-29,Bitcoin,31023.73,74483066,2310742306495
2024-11-29,Ethereum,849.49,20302545,17246769024
2024-11-29,Litecoin,4452.06,75247802,335007620106
2024-11-29,Ripple,4541.15,76112817,345639841342
2024-11-29,Dash,2985.82,65759141,196344748797
2024-11-30,Bitcoin,44456.41,58301869,2591891620210
2024-11-30,Ethereum,3161.99,16491195,52145049094
2024-11-30,Litecoin,2369.66,71923314,170433707560
2024-11-30,Ripple,1354.79,21023164,28481896442
2024-11-30,Dash,1569.2,24908562,39086581977
2024-12-01,Bitcoin,10745.71,43060233,462712796647
2024-12-01,Ethereum,4539.2,51198905,232402161118
2024-12-01,Litecoin,939.68,8620195,8100251916
2024-12-01,Ripple,3480.81,38897078,135393380135
2024-12-01,Dash,4109.17,66291566,272403483685
2024-12-02,Bitcoin,39812.09,27922658,1111659450508
2024-12-02,Ethereum,3461.83,27142136,93961336853
2024-12-02,Litecoin,4695.35,64001054,300507251681
2024-12-02,Ripple,1622.63,27681674,44917019768
2024-12-02,Dash,954.71,69769455,66609863722
2024-12-03,Bitcoin,10935.86,59935023,655440950978
2024-12-03,Ethereum,1323.25,66534926,88042251797
2024-12-03,Litecoin,4074.72,78024499,317927764387
2024-12-03,Ripple,3804.28,19584518,74505001913
2024-12-03,Dash,442.02,70195934,31027718702
2024-12-04,Bitcoin,18417.42,43802276,806725090529
2024-12-04,Ethereum,155.84,26698068,4160689707
2024-12-04,Litecoin,168.48,88039391,14832757977
2024-12-04,Ripple,1217.06,56176380,68369972901
2024-12-04,Dash,194.99,67017892,13068000019
2024-12-05,Bitcoin,16151.43,89894000,1451917088605
2024-12-05,Ethereum,4440.6,33203771,147444737289
2024-12-05,Litecoin,4504.81,99619610,448767850436
2024-12-05,Ripple,4127.1,84642263,349326728122
2024-12-05,Dash,1245.12,58093537,72333354503
2024-12-06,Bitcoin,3362.89,10396876,34963538795
2024-12-06,Ethereum,4994.46,33337286,166501845612
2024-12-06,Litecoin,3740.94,80859840,302492194209
2024-12-06,Ripple,4290.13,99765201,428005738807
2024-12-06,Dash,1207.56,4994732,6031429796
2024-12-07,Bitcoin,20559.63,13877986,285326330086
2024-12-07,Ethereum,112.23,36682256,4116746986
2024-12-07,Litecoin,3918.71,57051888,223569970112
2024-12-07,Ripple,1563.96,65779859,102876979966
2024-12-07,Dash,1160.17,2423763,2811971731
2024-12-08,Bitcoin,38217.69,62750565,2398181836969
2024-12-08,Ethereum,3811.54,4854864,18504491917
2024-12-08,Litecoin,4185.61,62333094,260902296716
2024-12-08,Ripple,2817.02,62836791,177012522332
2024-12-08,Dash,4322.18,59106714,255469845410
2024-12-09,Bitcoin,29047.56,99077237,2877952062413
2024-12-09,Ethereum,3783.68,44787087,169459787690
2024-12-09,Litecoin,3537.01,39533817,139831673430
2024-12-09,Ripple,1144.45,60088336,68768361803
2024-12-09,Dash,4640.92,92984812,431534859507
2024-12-10,Bitcoin,17095.33,53240069,910156536257
2024-12-10,Ethereum,1058.26,99567480,105368114864
2024-12-10,Litecoin,4905.59,65301384,320341909759
2024-12-10,Ripple,4022.09,71794916,288765603294
2024-12-10,Dash,2965.83,6281452,18629729078
2024-12-11,Bitcoin,22738.27,67803844,1541742221925
2024-12-11,Ethereum,3387.69,37939139,128526054556
2024-12-11,Litecoin,4708.47,17568346,82719956574
2024-12-11,Ripple,2501.85,69397514,173621974946
2024-12-11,Dash,3485.71,65215257,227321427887
2024-12-12,Bitcoin,13764.48,16464450,226624648625
2024-12-12,Ethereum,3179.74,60330909,191836487924
2024-12-12,Litecoin,896.86,70808775,63505708136
2024-12-12,Ripple,2275.91,67108299,152732745855
2024-12-12,Dash,4186.85,17803114,74538999239
2024-12-13,Bitcoin,957.34,78131156,74798196988
2024-12-13,Ethereum,3048.53,70264317,214202609406
2024-12-13,Litecoin,4190.79,80478283,337267666980
2024-12-13,Ripple,4804.6,54057573,259725265275
2024-12-13,Dash,2442.53,40786833,99623034702
2024-12-14,Bitcoin,7684.64,57688116,443312218010
2024-12-14,Ethereum,1385.13,92209444,127722520470
2024-12-14,Litecoin,2916.0,59691178,174059218135
2024-12-14,Ripple,1774.69,6146946,10908909873
2024-12-14,Dash,158.82,42910179,6814808119
2024-12-15,Bitcoin,4228.36,61077849,258259159283
2024-12-15,Ethereum,4404.88,88408567,389428856547
2024-12-15,Litecoin,3295.26,21911951,72205601807
2024-12-15,Ripple,4315.0,88723250,382840634040
2024-12-15,Dash,983.35,74005182,72772867390
2024-12-16,Bitcoin,14326.05,80461391,1152693812427
2024-12-16,Ethereum,4986.19,3972575,19808010493
2024-12-16,Litecoin,4486.84,62640423,281057529220
2024-12-16,Ripple,4866.92,47035942,228919968436
2024-12-16,Dash,4236.95,7177013,30408679614
2024-12-17,Bitcoin,16764.02,7634637,127987203522
2024-12-17,Ethereum,4876.72,81880417,399307713450
2024-12-17,Litecoin,4262.75,93858558,400095741517
2024-12-17,Ripple,425.61,39174162,16672872645
2024-12-17,Dash,355.27,21868517,7769169921
2024-12-18,Bitcoin,11468.37,47441614,544077787746
2024-12-18,Ethereum,1342.88,10996833,14767470307
2024-12-18,Litecoin,837.54,15580281,13049088063
2024-12-18,Ripple,4865.39,76169958,370596300112
2024-12-18,Dash,4838.81,44534308,215493080191
2024-12-19,Bitcoin,13918.5,80031027,1113911542257
2024-12-19,Ethereum,1631.34,30638954,49982458218
2024-12-19,Litecoin,1162.61,13838219,16088406089
2024-12-19,Ripple,1282.39,36176655,46392568388
2024-12-19,Dash,3370.0,7193919,24243534505
2024-12-20,Bitcoin,10525.43,81093340,853541947888
2024-12-20,Ethereum,734.69,34921870,25656920323
2024-12-20,Litecoin,4323.31,16337606,70632504213
2024-12-20,Ripple,413.78,48969262,20262300471
2024-12-20,Dash,1512.17,56777428,85856970947
2024-12-21,Bitcoin,40190.26,14577700,585881626754
2024-12-21,Ethereum,2903.54,51045367,148212130584
2024-12-21,Litecoin,720.48,62775850,45228714461
2024-12-21,Ripple,1368.27,49295598,67449920175
2024-12-21,Dash,411.45,46498822,19132097998
2024-12-22,Bitcoin,15323.24,82415740,1262876389499
2024-12-22,Ethereum,284.99,42442120,12095492287
2024-12-22,Litecoin,2292.21,72775602,166817054609
2024-12-22,Ripple,2871.48,67054021,192544311271
2024-12-22,Dash,3885.27,86358094,335524403148
2024-12-23,Bitcoin,15693.84,54264248,851614610315
2024-12-23,Ethereum,4200.56,98955662,415668837344
2024-12-23,Litecoin,4447.61,37775259,168009529144
2024-12-23,Ripple,975.91,49449861,48258765830
2024-12-23,Dash,3708.23,49764338,184537765141
2024-12-24,Bitcoin,24159.09,83984812,2028997031306
2024-12-24,Ethereum,1807.08,86119673,155625375591
2024-12-24,Litecoin,2034.08,33495077,68131778511
2024-12-24,Ripple,2270.0,76482249,173615022960
2024-12-24,Dash,630.1,20445502,12882660730
2024-12-25,Bitcoin,47572.25,18373671,874076804552
2024-12-25,Ethereum,2838.68,58352132,165643019949
2024-12-25,Litecoin,2448.17,64829780,158714538583
2024-12-25,Ripple,1149.21,55713565,64026621479
2024-12-25,Dash,1860.93,66505059,123761196305
2024-12-26,Bitcoin,7061.26,57516864,406141708189
2024-12-26,Ethereum,926.43,28585663,26482708903
2024-12-26,Litecoin,1093.63,19100940,20889306431
2024-12-26,Ripple,4128.57,29285049,120905439607
2024-12-26,Dash,4635.63,97022726,449761090387
2024-12-27,Bitcoin,28563.07,15157111,432933571593
2024-12-27,Ethereum,1872.8,79975494,149778406171
2024-12-27,Litecoin,1837.02,9614705,17662374903
2024-12-27,Ripple,2783.97,84666964,235710193444
2024-12-27,Dash,3979.65,18337191,72975644623
2024-12-28,Bitcoin,33638.26,22829922,767958933341
2024-12-28,Ethereum,1091.12,87533106,95508759049
2024-12-28,Litecoin,1248.42,27061487,33784096483
2024-12-28,Ripple,3.37,87196234,293579996
2024-12-28,Dash,3962.99,63105565,250087024672
2024-12-29,Bitcoin,37513.31,16052808,602194020334
2024-12-29,Ethereum,2291.67,35770719,81974760977
2024-12-29,Litecoin,468.97,49126918,23039210592
2024-12-29,Ripple,4603.71,4965853,22861327149
2024-12-29,Dash,1457.38,21546553,31401416298
2024-12-30,Bitcoin,11907.41,90935021,1082800471190
2024-12-30,Ethereum,2340.4,47163642,110381715028
2024-12-30,Litecoin,3802.9,16294728,61967256969
2024-12-30,Ripple,2436.38,43568536,106149425000
2024-12-30,Dash,2984.59,99956213,298328688631
2024-12-31,Bitcoin,38472.47,40388705,1553853135511
2024-12-31,Ethereum,4137.78,17900128,74066836362
2024-12-31,Litecoin,152.42,21240389,3237362052
2024-12-31,Ripple,1702.12,51547495,87740214927
2024-12-31,Dash,3075.68,91149966,280348509339
2025-01-01,Bitcoin,25492.75,50626289,1290603298552
2025-01-01,Ethereum,251.31,4456244,1119898718
2025-01-01,Litecoin,2755.84,44379683,122303513104
2025-01-01,Ripple,4195.92,16907279,70941556772
2025-01-01,Dash,124.96,45454838,5679846259
2025-01-02,Bitcoin,11874.0,5911823,70197010011
2025-01-02,Ethereum,3623.02,12047707,43649071044
2025-01-02,Litecoin,3041.64,28823925,87671908009
2025-01-02,Ripple,867.56,38595401,33483937902
2025-01-02,Dash,4007.25,39817264,159557681311
2025-01-03,Bitcoin,37538.51,13423143,503884766998
2025-01-03,Ethereum,3863.88,24456399,94496587235
2025-01-03,Litecoin,3387.0,57012374,193100791350
2025-01-03,Ripple,4645.73,39344929,182785944725
2025-01-03,Dash,330.92,2896393,958472447
2025-01-04,Bitcoin,41342.95,52948828,2189060508339
2025-01-04,Ethereum,3876.24,24208134,93836605095
2025-01-04,Litecoin,1725.48,3980283,6867916106
2025-01-04,Ripple,4807.47,67118923,322671903813
2025-01-04,Dash,4666.03,27284144,127308693789
2025-01-05,Bitcoin,30573.22,68171497,2084222131374
2025-01-05,Ethereum,1587.82,84962814,134905379307
2025-01-05,Litecoin,4735.81,88600657,419596105995
2025-01-05,Ripple,3695.36,28469003,105203243708
2025-01-05,Dash,1408.15,96372672,135707375149
2025-01-06,Bitcoin,514.32,71888947,36974194303
2025-01-06,Ethereum,3531.26,62646265,221220259957
2025-01-06,Litecoin,4950.55,31876064,157803896949
2025-01-06,Ripple,1699.93,8815001,14984843227
2025-01-06,Dash,2214.05,26843804,59433427902
2025-01-07,Bitcoin,17169.4,83622607,1435750057073
2025-01-07,Ethereum,4677.43,19387574,90684001840
2025-01-07,Litecoin,1862.61,92934426,173100349568
2025-01-07,Ripple,309.14,10143692,3135781701
2025-01-07,Dash,814.04,59926071,48782138608
2025-01-08,Bitcoin,7523.7,96839562,728591665879
2025-01-08,Ethereum,2233.63,50650278,113133877534
2025-01-08,Litecoin,1233.37,47625065,58739250835
2025-01-08,Ripple,3309.6,75366537,249433238003
2025-01-08,Dash,3769.37,58211220,219419337423
2025-01-09,Bitcoin,45218.0,81923377,3704411117763
2025-01-09,Ethereum,3785.26,6504947,24622946013
2025-01-09,Litecoin,34.49,22032280,759874037
2025-01-09,Ripple,3317.65,41708551,138374443002
2025-01-09,Dash,2012.09,88574102,178219158285
2025-01-10,Bitcoin,44778.15,91008351,4075185858060
2025-01-10,Ethereum,1569.46,69414525,108943251353
2025-01-10,Litecoin,1358.24,19870373,26988711092
2025-01-10,Ripple,923.24,34868654,32192269869
2025-01-10,Dash,2149.85,83263968,179004633732
2025-01-11,Bitcoin,5994.64,73757659,442150810305
2025-01-11,Ethereum,2657.32,29506589,78408490942
2025-01-11,Litecoin,2464.15,30694265,75635231150
2025-01-11,Ripple,2980.45,43950548,130992419251
2025-01-11,Dash,822.11,12541724,10310692142
2025-01-12,Bitcoin,27334.83,90338890,2469398157483
2025-01-12,Ethereum,1719.85,73567011,126524520198
2025-01-12,Litecoin,3293.34,93223937,307018203788
2025-01-12,Ripple,4104.92,57093921,234366147298
2025-01-12,Dash,3285.19,89940260,295470554502
2025-01-13,Bitcoin,19976.0,33352676,666253029279
2025-01-13,Ethereum,54.15,82828556,4485525559
2025-01-13,Litecoin,4004.92,11340997,45419825478
2025-01-13,Ripple,2884.33,46934188,135373650204
2025-01-13,Dash,593.63,98076254,58221360672
2025-01-14,Bitcoin,10734.87,7656184,82188160330
2025-01-14,Ethereum,2974.28,74147801,220536129829
2025-01-14,Litecoin,162.31,66213046,10747303452
2025-01-14,Ripple,2661.51,11223236,29870711320
2025-01-14,Dash,862.7,57229455,49371973236
2025-01-15,Bitcoin,14817.95,93893257,1391305687225
2025-01-15,Ethereum,4093.72,98373153,402712074242
2025-01-15,Litecoin,1298.43,97002640,125950965476
2025-01-15,Ripple,2156.23,35404361,76339811119
2025-01-15,Dash,251.84,6223761,1567408033
2025-01-16,Bitcoin,34600.59,46334970,1603217481797
2025-01-16,Ethereum,1132.69,61783060,69980775219
2025-01-16,Litecoin,1264.37,58185544,73567782707
2025-01-16,Ripple,1796.11,82531670,148235778173
2025-01-16,Dash,4103.5,48257689,198025367427
2025-01-17,Bitcoin,17541.02,36893420,647148229819
2025-01-17,Ethereum,4028.59,33489769,134916616562
2025-01-17,Litecoin,1045.38,9384146,9809960497
2025-01-17,Ripple,2333.52,48731078,113714892758
2025-01-17,Dash,4204.56,22902631,96295473638
2025-01-18,Bitcoin,19049.63,81032168,1543632463550
2025-01-18,Ethereum,4118.14,39076497,160922315021
2025-01-18,Litecoin,2295.67,31025303,71223988215
2025-01-18,Ripple,4662.78,12745733,59430562511
2025-01-18,Dash,4668.75,68702779,320756355156
2025-01-19,Bitcoin,26578.65,4233247,112514009799
2025-01-19,Ethereum,2378.03,41367062,98372256015
2025-01-19,Litecoin,806.18,65984551,53195289060
2025-01-19,Ripple,4855.76,56656692,275111154105
2025-01-19,Dash,3573.79,7776595,27791954904
2025-01-20,Bitcoin,20883.41,12519490,261449618578
2025-01-20,Ethereum,3064.02,93909734,287741104750
2025-01-20,Litecoin,3308.92,8603502,28468320496
2025-01-20,Ripple,1773.4,55515675,98451250689
2025-01-20,Dash,2016.1,83530757,168406230616
2025-01-21,Bitcoin,40733.57,61571271,2508017601038
2025-01-21,Ethereum,1867.35,26278301,49070847916
2025-01-21,Litecoin,529.46,36134871,19132004889
2025-01-21,Ripple,2065.92,67906470,140289419805
2025-01-21,Dash,3290.83,7940706,26131539196
2025-01-22,Bitcoin,19763.03,18996108,375420578094
2025-01-22,Ethereum,784.15,82902913,65008140461
2025-01-22,Litecoin,209.67,42499105,8910867696
2025-01-22,Ripple,841.1,88053691,74062088220
2025-01-22,Dash,2785.25,23906683,66586013818
2025-01-23,Bitcoin,25121.41,73417150,1844342618554
2025-01-23,Ethereum,4790.59,22824154,109341262534
2025-01-23,Litecoin,4430.92,93496107,414273794439
2025-01-23,Ripple,4582.11,63906021,292824488451
2025-01-23,Dash,3149.14,40917853,128856058476
2025-01-24,Bitcoin,37619.92,53598108,2016356467941
2025-01-24,Ethereum,3387.22,43417332,147064170347
2025-01-24,Litecoin,3657.51,82622680,302193210685
2025-01-24,Ripple,732.27,83460042,61115004363
2025-01-24,Dash,2701.53,84621925,228608553054
2025-01-25,Bitcoin,21565.14,38525008,830797276412
2025-01-25,Ethereum,4575.31,25865757,118343914669
2025-01-25,Litecoin,4221.08,48918037,206486809546
2025-01-25,Ripple,2570.53,31538360,81070167830
2025-01-25,Dash,2865.25,33195908,95114699420
2025-01-26,Bitcoin,1963.57,27927862,54838222064
2025-01-26,Ethereum,31.99,97857124,3130897495
2025-01-26,Litecoin,4828.74,40120374,193730835832
2025-01-26,Ripple,3641.88,35234804,128320977603
2025-01-26,Dash,3355.5,80737574,270914823547
2025-01-27,Bitcoin,47337.82,40621015,1922910211764
2025-01-27,Ethereum,3916.51,27326917,107026185495
2025-01-27,Litecoin,4951.66,3551190,17584295678
2025-01-27,Ripple,3017.68,66291092,200045546987
2025-01-27,Dash,3440.26,12918370,44442539442
2025-01-28,Bitcoin,46926.5,18937145,888653828677
2025-01-28,Ethereum,3113.8,23044932,71757417995
2025-01-28,Litecoin,1536.15,55099396,84641011725
2025-01-28,Ripple,2086.03,16862334,35175257616
2025-01-28,Dash,854.76,42396334,36238898999
2025-01-29,Bitcoin,37864.17,89898500,3403932374551
2025-01-29,Ethereum,420.73,39917287,16794396045
2025-01-29,Litecoin,501.32,2642656,1324810267
2025-01-29,Ripple,3308.63,60642495,200643410129
2025-01-29,Dash,815.18,24147470,19684517287
2025-01-30,Bitcoin,1185.49,83659773,99177432482
2025-01-30,Ethereum,4873.46,14410494,70228902098
2025-01-30,Litecoin,1157.45,86972543,100666623819
2025-01-30,Ripple,4632.33,42543111,197073573342
2025-01-30,Dash,253.21,4899792,1240662981
2025-01-31,Bitcoin,28697.54,39896616,1144934563985
2025-01-31,Ethereum,143.36,58741987,8421208507
2025-01-31,Litecoin,56.61,78949824,4469472113
2025-01-31,Ripple,1532.23,4985542,7639014776
2025-01-31,Dash,2941.8,40370757,118762784657
2025-02-01,Bitcoin,48690.02,54875668,2671897532788
2025-02-01,Ethereum,1376.27,71234448,98037717887
2025-02-01,Litecoin,1357.53,90520086,122883991349
2025-02-01,Ripple,1873.67,55436988,103870752731
2025-02-01,Dash,252.96,43186003,10924351151
2025-02-02,Bitcoin,41618.19,80759232,3361053353014
2025-02-02,Ethereum,1121.67,23381828,26226703520
2025-02-02,Litecoin,4086.54,93109444,380495915404
2025-02-02,Ripple,476.9,45555805,21725338971
2025-02-02,Dash,1687.34,87198157,147132733416
2025-02-03,Bitcoin,4176.34,21901468,91467920827
2025-02-03,Ethereum,3762.37,6078091,22868005789
2025-02-03,Litecoin,2462.73,44768596,110252860289
2025-02-03,Ripple,1672.07,40062659,66987668943
2025-02-03,Dash,2649.75,16975368,44980481623
2025-02-04,Bitcoin,28599.84,80737801,2309087913875
2025-02-04,Ethereum,3800.83,16236091,61710597904
2025-02-04,Litecoin,746.33,27549262,20560907785
2025-02-04,Ripple,1805.44,41437103,74812099856
2025-02-04,Dash,3398.52,6611363,22468836184
2025-02-05,Bitcoin,1733.73,39799146,69001042340
2025-02-05,Ethereum,3485.85,20150099,70240197132
2025-02-05,Litecoin,3207.56,26722986,85715533262
2025-02-05,Ripple,4430.44,89673304,397292368670
2025-02-05,Dash,1486.51,23769382,35333335385
2025-02-06,Bitcoin,20565.26,24812627,510278061453
2025-02-06,Ethereum,3361.95,82780404,278303742201
2025-02-06,Litecoin,3365.49,82610694,278025741846
2025-02-06,Ripple,1985.02,16475380,32703977324
2025-02-06,Dash,3689.78,36686976,135366904894
2025-02-07,Bitcoin,33563.57,27793750,932857597196
2025-02-07,Ethereum,406.24,99265598,40325661501
2025-02-07,Litecoin,781.09,98853678,77213809413
2025-02-07,Ripple,4886.4,79587992,388898919501
2025-02-07,Dash,3297.15,58202898,191903619179
2025-02-08,Bitcoin,43305.09,29654513,1284191358330
2025-02-08,Ethereum,2338.46,62319607,145731864130
2025-02-08,Litecoin,2056.01,43321159,89068790621
2025-02-08,Ripple,1651.49,56858950,93902004663
2025-02-08,Dash,4252.89,20951309,89103563683
2025-02-09,Bitcoin,46721.66,69219678,3234058143574
2025-02-09,Ethereum,4116.38,56062879,230776321545
2025-02-09,Litecoin,3897.61,2603839,10148738664
2025-02-09,Ripple,4091.92,4973747,20352176448
2025-02-09,Dash,4449.58,99204312,441417313211
2025-02-10,Bitcoin,14703.44,21821537,320851741836
2025-02-10,Ethereum,3826.84,26049608,99687688297
2025-02-10,Litecoin,4327.83,11181417,48391218420
2025-02-10,Ripple,629.86,97936004,61686303099
2025-02-10,Dash,3369.23,84841835,285851411065
2025-02-11,Bitcoin,16216.54,67971891,1102268650217
2025-02-11,Ethereum,2971.25,60711862,180390102184
2025-02-11,Litecoin,3412.69,57960558,197801651576
2025-02-11,Ripple,2145.37,28316347,60749010806
2025-02-11,Dash,3842.93,23400971,89928287070
2025-02-12,Bitcoin,34617.75,24099949,834285930148
2025-02-12,Ethereum,3126.69,74960748,234378896381
2025-02-12,Litecoin,1093.65,6934387,7583775279
2025-02-12,Ripple,654.96,60993700,39948166296
2025-02-12,Dash,4247.25,5454685,23167396258
2025-02-13,Bitcoin,36707.59,34790546,1277077080465
2025-02-13,Ethereum,2392.69,92957095,222417884203
2025-02-13,Litecoin,1659.92,47068356,78129909898
2025-02-13,Ripple,68.51,9078273,621958908
2025-02-13,Dash,1293.03,3757372,4858402389
2025-02-14,Bitcoin,31568.8,43213437,1364196496939
2025-02-14,Ethereum,2740.77,18290071,50128900933
2025-02-14,Litecoin,1479.73,66718623,98725584988
2025-02-14,Ripple,4826.52,5991261,28916921599
2025-02-14,Dash,4451.93,58111239,258707317033
2025-02-15,Bitcoin,28196.02,50527575,1424676613162
2025-02-15,Ethereum,347.06,9897808,3435167901
2025-02-15,Litecoin,3004.6,34754899,104424566064
2025-02-15,Ripple,4586.35,41252463,189198177088
2025-02-15,Dash,716.49,71757165,51413503591
2025-02-16,Bitcoin,14667.74,53021560,777706554839
2025-02-16,Ethereum,3489.19,90126147,314467624387
2025-02-16,Litecoin,3960.98,67959746,269186973063
2025-02-16,Ripple,3398.2,94646540,321627677257
2025-02-16,Dash,1479.19,1110097,1642045868
2025-02-17,Bitcoin,13597.8,22571247,306919314267
2025-02-17,Ethereum,3309.21,63737448,210920393893
2025-02-17,Litecoin,2967.35,2608101,7739141795
2025-02-17,Ripple,3643.92,33029511,120356809066
2025-02-17,Dash,3325.31,56101264,186554288551
2025-02-18,Bitcoin,17136.61,14323050,245448558079
2025-02-18,Ethereum,472.19,83320315,39342606795
2025-02-18,Litecoin,4592.0,65329017,299990574597
2025-02-18,Ripple,517.26,40800694,21104576643
2025-02-18,Dash,3644.72,78202268,285025611408
2025-02-19,Bitcoin,5911.02,1003041,5928995682
2025-02-19,Ethereum,3560.71,36303021,129264677192
2025-02-19,Litecoin,1272.48,2276850,2897248218
2025-02-19,Ripple,2701.54,85263923,230344154142
2025-02-19,Dash,4788.16,57008750,272967157639
2025-02-20,Bitcoin,25723.11,9420582,242326717800
2025-02-20,Ethereum,2744.41,38617929,105983396059
2025-02-20,Litecoin,3035.72,39483908,119861920388
2025-02-20,Ripple,1201.57,10401562,12498221661
2025-02-20,Dash,1574.66,10567839,16640760447
2025-02-21,Bitcoin,8844.93,98746280,873403917038
2025-02-21,Ethereum,2220.57,53655305,119145541409
2025-02-21,Litecoin,4368.11,99561321,434894332775
2025-02-21,Ripple,2913.61,81434908,237269886850
2025-02-21,Dash,1634.77,31268652,51117129789
2025-02-22,Bitcoin,20135.25,67578219,1360704048991
2025-02-22,Ethereum,3410.99,32208704,109863574675
2025-02-22,Litecoin,666.14,63607229,42371084419
2025-02-22,Ripple,641.72,58270758,37393305817
2025-02-22,Dash,3467.14,70360538,243949927550
2025-02-23,Bitcoin,37673.63,87413083,3293168152356
2025-02-23,Ethereum,2499.84,73294670,183225311091
2025-02-23,Litecoin,3095.9,19477354,60299974644
2025-02-23,Ripple,128.55,29169597,3749624987
2025-02-23,Dash,2215.22,62093488,137551000142
2025-02-24,Bitcoin,42497.98,20428326,868162619062
2025-02-24,Ethereum,627.84,96384515,60513706259
2025-02-24,Litecoin,540.31,48370616,26135223874
2025-02-24,Ripple,2927.86,54596068,159849647470
2025-02-24,Dash,430.25,6645664,2859311646
2025-02-25,Bitcoin,5274.26,58973181,311039936692
2025-02-25,Ethereum,2721.77,24140338,65704448968
2025-02-25,Litecoin,3188.91,82186683,262085682176
